"","file","minute","seconds","temp_detect_deb","temp_detect_fin","duration_detect","freq_detect_deb","freq_detect_fin","freq_detect_max","freq_detect_mean","ampl_detect_max","ampl_detect_mean"
"1","M4_1_1.wav",2," 70",1.96476131940176,1.97500512190125,0.0102438024994878,78.125,81.0546875,81.0546875,79.58984375,46.19785763763,46.1885866104955
"2","M4_1_1.wav",2," 70",1.98934644540053,1.98934644540053,0,81.0546875,81.0546875,81.0546875,81.0546875,48.1615679742972,48.1615679742972
"3","M4_1_1.wav",2," 70",2.14300348289285,2.17168612989142,0.0286826469985657,80.078125,77.63671875,80.56640625,78.5958426339286,54.5962229995907,48.9807453811466
"4","M4_1_1.wav",2," 70",3.34562589633272,3.36611350133169,0.020487604998976,69.3359375,81.0546875,82.03125,78.4458705357143,60.5171196401986,52.5322921506236
"5","M4_1_1.wav",2," 70",4.82483097725876,4.84326982175784,0.0184388444990784,70.80078125,85.44921875,85.44921875,78.7037037037037,55.8276566215534,50.1504653394827
"6","M4_1_1.wav",2," 70",4.85351362425732,4.85351362425732,0,81.0546875,81.0546875,81.0546875,81.0546875,45.2032794178423,45.2032794178423
"7","M4_1_1.wav",2," 70",4.99487809875026,5.02765826674862,0.0327801679983608,78.125,77.63671875,82.51953125,80.6766633064516,54.280711940556,49.1729073803779
"8","M4_1_1.wav",2," 70",5.15673017824216,5.19975414874001,0.043023970497849,82.03125,73.73046875,83.0078125,80.5435180664062,64.7234796022156,54.6432789834813
"9","M4_1_1.wav",2," 70",5.3738987912313,5.38824011473059,0.0143413234992824,70.3125,70.80078125,71.77734375,71.142578125,50.406163703359,46.8355305491119
"10","M4_1_1.wav",2," 70",5.5439459127228,5.59311616472034,0.0491702519975421,75.1953125,77.1484375,80.078125,78.4072875976562,58.647466780102,51.7287249687875
"11","M4_1_1.wav",2," 70",5.72833435771358,5.76521204671174,0.0368776889981568,75.1953125,81.54296875,82.51953125,79.6669407894737,63.1281929959007,55.697361662951
"12","M4_1_1.wav",2," 70",8.2360172095882,8.25445605408728,0.0184388444990766,74.70703125,75.68359375,77.1484375,76.1951264880952,54.1144003444391,49.8168794939431
"13","M4_1_1.wav",2," 80",0.715017414464249,0.73140749846343,0.0163900839991805,79.1015625,83.0078125,84.47265625,82.6416015625,49.9330726996464,47.7947596898078
"14","M4_1_1.wav",2," 90",0.917844703954108,0.921942224953903,0.0040975209997951,83.984375,85.44921875,85.44921875,84.66796875,51.0417520861562,47.4010141539834
"15","M4_1_1.wav",2," 90",1.2620364679369,1.27842655193608,0.0163900839991806,83.49609375,83.49609375,85.44921875,84.5377604166667,55.1436940881877,49.5261312314044
"16","M4_1_1.wav",2," 90",1.40135218192993,1.4320835894284,0.0307314074984633,69.3359375,69.82421875,82.03125,78.076171875,65.7572841454707,55.126309276076
"17","M4_1_1.wav",2," 90",1.44232739192788,1.44642491292768,0.0040975209997951,65.91796875,66.89453125,67.3828125,66.69921875,49.6931806364538,47.3530970034291
"18","M4_1_1.wav",2," 90",1.56115550092194,1.60213071091989,0.0409752099979512,78.61328125,67.3828125,81.0546875,79.1885166952055,69.5485580192938,57.5979345596522
"19","M4_1_1.wav",2," 90",1.71686129891416,1.77012907191149,0.0532677729973365,70.80078125,74.21875,81.0546875,78.7228954081633,67.5302780806645,56.3417547358227
"20","M4_1_1.wav",2," 90",1.87256709690637,1.91968858840402,0.0471214914976441,66.89453125,82.51953125,83.49609375,79.2821596746575,63.2607040721765,53.0770393041824
"21","M4_1_1.wav",2," 90",2.62446220036878,2.65109608686745,0.0266338864986682,68.84765625,67.3828125,80.078125,76.171875,62.4742048255729,53.4830185090684
"22","M4_1_1.wav",2," 90",4.2040565457898,4.24093423478795,0.0368776889981559,69.3359375,65.91796875,80.078125,76.4899976325758,66.4316428395248,54.0661187043887
"23","M4_1_1.wav",2," 90",5.94960049170252,5.97623437820119,0.0266338864986686,76.66015625,74.21875,78.125,76.9279233870968,54.9199752589246,50.3138575156933
"24","M4_1_1.wav",2," 90",6.11145257119443,6.14628149969269,0.0348289284982588,69.82421875,68.359375,82.51953125,78.3962673611111,60.5487326034983,51.542085181215
"25","M4_1_1.wav",2," 90",6.73427576316329,6.75476336816226,0.0204876049989755,66.89453125,64.94140625,72.75390625,69.7741386217949,63.9778660808206,53.6881600021849
"26","M4_1_1.wav",2," 90",6.89817660315509,6.93710305265314,0.0389264494980539,71.77734375,78.61328125,78.61328125,76.4892578125,59.9339909144731,53.1562904052966
"27","M4_1_1.wav",2," 90",7.7299733661135,7.74021716861299,0.0102438024994882,67.87109375,64.94140625,68.84765625,67.7959735576923,53.8099663451264,50.0195002767381
"28","M4_1_1.wav",2," 90",7.8959229666052,7.93484941610326,0.0389264494980539,74.70703125,72.265625,77.1484375,75.7084216101695,61.9008092132646,54.8382853686182
"29","M4_1_1.wav",2," 90",8.04138496209793,8.10284777709486,0.0614628149969256,64.94140625,64.94140625,81.54296875,76.5787760416667,58.8967144339441,50.4279526247041
"30","M4_1_1.wav",2," 90",8.24216349108789,8.28723622208564,0.0450727309977452,71.77734375,76.66015625,79.58984375,77.8776041666667,64.1695881309377,55.722407155968
"31","M4_1_1.wav",2," 90",8.55357508707232,8.59045277607048,0.036877688998155,73.73046875,69.82421875,78.61328125,77.1390474759615,62.9692599167838,52.7826520662405
"32","M4_1_1.wav",2," 90",8.73386601106331,8.77074370006146,0.0368776889981568,76.171875,68.359375,80.078125,77.9030539772727,61.9244775981742,53.7063205830293
"33","M4_1_1.wav",2," 90",9.16820323704159,9.21942224953903,0.0512190124974392,82.51953125,76.66015625,86.9140625,82.3317307692308,58.8441812212924,49.7298569740933
"34","M4_1_1.wav",2," 90",9.34439664003278,9.37717680803114,0.0327801679983608,80.078125,76.66015625,83.984375,81.2825520833333,56.594013367568,50.8669754801114
