"","file","minute","seconds","temp_detect_deb","temp_detect_fin","duration_detect","freq_detect_deb","freq_detect_fin","freq_detect_max","freq_detect_mean","ampl_detect_max","ampl_detect_mean"
"1","B5_1_2a.wav",1," 10",0.0737553779963122,0.116779348494161,0.0430239704978488,63.4765625,67.87109375,73.2421875,69.9869791666667,64.7223777541515,53.2978738593169
"2","B5_1_2a.wav",1," 10",0.962917434951854,0.995697602950215,0.0327801679983609,63.4765625,60.546875,71.77734375,67.4328926282051,73.4636168822472,57.2803974486514
"3","B5_1_2a.wav",1," 10",1.12272075394386,1.12272075394386,0,60.05859375,60.05859375,60.05859375,60.05859375,48.4810806577145,48.4810806577145
"4","B5_1_2a.wav",1," 10",1.27432903093628,1.27842655193608,0.0040975209997951,69.3359375,68.84765625,70.3125,69.580078125,50.9065049600467,48.851520706953
"5","B5_1_2a.wav",1," 10",1.55091169842245,1.55705797992215,0.00614628149969287,62.5,63.4765625,64.453125,63.4321732954545,63.2803830100905,52.3164531283941
"6","B5_1_2a.wav",1," 10",2.29256299938537,2.31919688588404,0.0266338864986686,63.4765625,66.89453125,70.80078125,67.138671875,63.4881361967908,52.2339159754135
"7","B5_1_2a.wav",1," 10",2.55890186437205,2.56095062487195,0.00204876049989755,62.5,63.4765625,63.4765625,62.98828125,50.4719269770569,48.9420925605209
"8","B5_1_2a.wav",1," 10",2.84572833435771,2.84777709485761,0.00204876049989755,62.98828125,62.98828125,63.4765625,63.1510416666667,51.8742471660359,48.1317557826208
"9","B5_1_2a.wav",1," 10",3.25957795533702,3.26367547633682,0.0040975209997951,64.94140625,63.4765625,65.4296875,64.5345052083333,56.5103785702067,50.7030351377858
"10","B5_1_2a.wav",1," 10",3.39889366933006,3.42347879532883,0.0245851259987706,62.5,65.91796875,70.80078125,68.3955439814815,65.7605340084961,55.0494731697628
"11","B5_1_2a.wav",1," 10",3.54845318582258,3.57713583282114,0.0286826469985657,63.4765625,65.4296875,71.77734375,69.2925347222222,72.851006912199,59.0691642915796
"12","B5_1_2a.wav",1," 10",3.59147715632043,3.59557467732022,0.0040975209997951,60.05859375,60.546875,61.5234375,60.7421875,54.4081839864996,51.5260623687732
"13","B5_1_2a.wav",1," 10",3.83732841630813,3.85781602130711,0.0204876049989755,63.96484375,62.01171875,72.265625,68.9099900265958,67.9093479144328,56.6461066495724
"14","B5_1_2a.wav",1," 10",3.99303421430035,4.00737553779963,0.0143413234992833,68.84765625,68.359375,69.82421875,68.7202785326087,63.3248928418049,56.390811765291
"15","B5_1_2a.wav",1," 10",4.12620364679369,4.16513009629174,0.038926449498053,62.98828125,60.05859375,72.75390625,69.3359375,68.6659353927999,55.8080904588658
"16","B5_1_2a.wav",1," 10",4.30034828928498,4.32493341528375,0.0245851259987706,65.4296875,65.4296875,71.2890625,68.5722155448718,67.3625542319644,56.1025868279701
